full_name,short_name
国联证券股份有限公司,国联证券
平潭复灜投资合伙企业（有限合伙）,平潭复灜投资
广东粤科风险投资管理有限公司,粤科风险
拉萨大千红顶投资管理有限公司,大千红顶
Eichent Limited,Eichent
浙江御河投资管理有限公司,浙江御河投资
Green Monday Ventures,Green Monday Ventures
福建中通汇银投资管理有限公司,中通汇银
宁波梅山保税港区华盖升元股权投资合伙企业（有限合伙）,华盖升元
苏州翰博投资企业（有限合伙）,翰博投资
Crosscut Ventures,Crosscut Ventures
诺斯肯基金会,诺斯肯基金会
CRF Summit Investment Limited,CRF Summit Investment
北京水木同德投资管理咨询有限公司,水木同德
上海青创年华投资发展中心（有限合伙）,上海青创年华投资发展
苏州麦兹投资管理有限公司,苏州麦兹投资
湖北有戏酒店管理有限公司,有戏电影酒店
Eastern Bell International XXIX Limited,Eastern Bell International XXIX
上海蕴新资产管理有限公司,上海蕴新资产
C-Bridge IV Investment Four Limited,C-Bridge IV Investment Four
济南嘉润股权投资管理合伙企业（有限合伙）,济南嘉润
北京和正私募基金管理有限公司,北京和正
弘收投资管理（上海）有限公司,弘收投资（上海）
上海司桐私募基金管理有限公司,司桐私募基金
拉菲投资管理（珠海）有限公司,拉菲投资
北京用友幸福投资管理有限公司,幸福投资
上海宝源胜知投资管理有限公司,宝源胜知
佛山粤邦投资管理有限公司,粤邦投资
Top Bravo Investments Limited,Top Bravo Investments
首誉光控资产管理有限公司,首誉光控
江西鼎森投资管理集团有限公司,江西鼎森投资
深圳力合融通创业投资有限公司,力合融通
携程集团,携程集团
中关村发展集团股份有限公司,中关村发展集团
杭州湖畔宏盛投资管理有限公司,杭州湖畔宏盛投资
深圳市平石资产管理有限公司,平石资产
苏州格外投资管理有限公司,苏州格外
台商投资企业协会,台商投资企业协会
Deerfield Management Company,Deerfield
鲁证新天使投资有限公司,鲁证新天使投资
东莞市艾力美投资合伙企业（有限合伙）,艾力美投资
启高投资管理（上海）有限公司,启高资本
比升资本,比升资本
深圳市梦工场投资管理有限公司,深圳市梦工场投资
深圳可可松资本管理合伙企业（有限合伙）,可可松资本
北京泽厚投资管理中心（有限合伙）,泽厚资本
TCG X,TCG X
焦作中旅银行股份有限公司,中旅银行股份
深圳市玖菲特私募股权投资管理有限公司,玖菲特投资
宁波优多企业管理合伙企业（有限合伙）,宁波优多企业管理
Hashkey Fintech Investment,Hashkey Fintech Investment
上海鼎萨资产管理有限公司,鼎萨资产
泓睿投资管理（平阳）有限公司,泓睿投资（平阳）
上海牧鑫资产管理有限公司,上海牧鑫资产
Barry Sternlicht,Barry Sternlicht
阿拉山口永安股权投资有限合伙企业,新疆永安
深圳市前海顾全基金管理有限公司,深圳前海顾全
上海顶理投资管理有限公司,上海顶理
深圳市中装建设集团股份有限公司,中装建设
凯拓天和（北京）投资基金管理有限公司,凯拓天和
国寿置业投资管理有限公司,国寿置业
北京富鼎信投资管理有限公司,富鼎和卓诚基金
济南西城置业有限公司,济南西城置业
深圳高瓴益恒投资咨询中心（有限合伙）,深圳高瓴益恒投资
大德资本,大德资本
上海中联信投资发展股份有限公司,上海中联信投资
SR One,SR One
前海万汇股权投资管理（深圳）有限公司,前海万汇股权投资管理（深圳）
上海旭势投资管理有限公司,上海旭势投资
阿里巴巴集团控股有限公司,阿里巴巴
珠海正方集团有限公司,正方集团
Health & Smooth HK Limited,Health & Smooth HK
淄博龙门齐盛私募基金管理有限公司,淄博龙门齐盛投资
山东匡山集团总公司黄河汽车配件厂,山东匡山集团总公司黄河汽车配件厂
Evolution Holding II Limited,Evolution Holding II
前海景麒（深圳）股权投资有限公司,前海景麒深圳投资
北京市国有资产经营有限责任公司,北京国资
深圳第一金融服务有限公司,第一金融
米林嘉德投资有限公司,嘉德投资
施格兰（成都）贸易有限公司,成都施格兰
北京冀信基金管理有限公司,北京冀信基金管理
杭州迈卡企业管理咨询有限公司,迈卡企业管理咨询
珠海兆金资本管理有限公司,兆金资本
恒美国际有限公司,恒美国际
苏州科创基金,苏州科创基金
北京仁东科技有限公司,柚信科技
河南鸿润资产管理有限公司,河南鸿润资产
常州中科智造创业投资天使基金合伙企业（有限合伙）,常州中科智造创业投资
中融鼎汇（北京）投资基金管理有限公司,中融鼎汇
北京满瑞佳德投资顾问有限公司,满瑞佳德投资顾问
山东奕和饲料有限公司,奕和饲料
宁波梅山保税港区和御投资管理有限公司,宁波梅山保税港区和御投资
浙江格物资产管理有限公司,浙江格物资产
雷根实业集团有限公司,雷根投资
深圳市共同家园资本有限公司,共同家园资本
原子（上海）投资股份有限公司,原子创投
新加坡城市发展集团,新城发展
宁波海达鼎兴投资管理有限公司,宁波海达鼎兴投资
上海铧浩企业管理合伙企业（有限合伙）,上海铧浩
英飞特电子（杭州）股份有限公司,英飞特
港华综合电能投资（深圳）有限公司,港华综合电能投资
华控电科（天津）投资管理有限公司,华控电科
中诚信财务顾问有限公司,中诚信财务顾问
深圳敦益投资管理有限公司,敦益投资
邯郸市财政局计算信息中心,邯郸市财政局计算信息中心
荣盛创业投资有限公司,荣盛创投
深圳前海鹏铁投资管理有限公司,深圳前海鹏铁投资
中融银创投资基金管理（北京）有限公司,中融银创投资北京
上海静山资产管理有限公司,上海静山资产
河北省国控投资管理有限公司,河北国控投资
上海华枝满资产管理合伙企业（有限合伙）,上海华枝满资产
磐毅（苏州）私募投资基金有限公司,磐毅（苏州）私募投资
厦门咏诚资产管理有限公司,厦门咏诚资产
深圳丹顶鹤资产管理有限公司,深圳丹顶鹤资产管理有限公司
四川九洲君合股权投资基金管理有限公司,四川九洲君合股权投资基金
杭州起码科技有限公司,有赞
上海汉涛信息咨询有限公司,大众点评网
玛歌资本,玛歌资本
棕榈亚洲资本有限公司,棕榈亚洲资本
上海伯兄资产管理中心（有限合伙）,伯兄资产
深圳汇智同鑫投资管理合伙企业（有限合伙）,汇智同鑫投资
国腾投资有限责任公司,国腾投资
中开金资产管理有限公司,中开金资产
大众众松基金,大众众松基金
广州至尚股权投资中心（有限合伙）,广州至尚投资
深圳市乐然科技开发有限公司,乐然科技
西藏源鼎投资控股有限公司,源鼎投资
北京股权投资发展管理有限公司,北京股权投资
中金鼎晟（北京）投资基金管理有限公司,中金鼎晟北京投资
山东矜浩股权投资基金管理有限公司,山东矜浩投资
广东德粤赑鑫私募证券投资基金管理合伙企业（有限合伙）,广东德粤赑鑫财富投资
株洲市利田新药企业管理合伙企业（有限合伙）,株洲市利田新药企业管理
深圳飞马星火资本管理有限公司,深圳飞马星火资管
西藏国科嘉和投资管理合伙企业（有限合伙）,西藏国科嘉和投资
重庆高速公路产业股权投资基金管理有限公司,重庆高速公路产投
深圳前海正帆投资管理有限公司,前海正帆
天津东疆基金管理有限公司,天津东疆
陕西海市通投资管理有限公司,海通投资
"Hillhouse Capital Investments Fund IV, L.P.",Hillhouse Capital Investments Fund IV
共青城太格微纳投资合伙企业（有限合伙）,共青城太格微纳投资
北京中科融艺创业投资管理有限公司,中科融艺创业投资
北京融合信嘉投资有限公司,北京融合信嘉投资
青岛久实投资管理有限公司,久实投资
深圳鸿庆华融资本控股有限公司,深圳鸿庆华融资本
Goldman Sachs Asia Strategic II Pte.Ltd.,Goldman Sachs Asia Strategic II
上海闳理投资管理有限公司,上海闳理投资管理有限公司
上海托索海投资中心（有限合伙）,上海托索海投资
浙江安吉两山私募基金管理有限公司,安吉两山投资
深圳元核亨风私募股权投资基金管理有限责任公司,元核亨风
天津和光股权投资管理合伙企业（有限合伙）,和光投资
宁波梅山保税港区超兴创业投资合伙企业（有限合伙）,宁波超兴投资
深圳市新招中安资本管理有限责任公司,深圳新招中安资管
北京六合基金管理有限公司,北京六合
石河子市浩天股权投资合伙企业（有限合伙）,石河子市浩天股权投资
前海华夏鼎力基金管理（深圳）有限公司,前海华夏
"Dinova Venture Partners GP III, L.P.",Dinova Venture Partners GP III
无锡馥海投资管理有限公司,无锡馥海投资
深圳前海睿信创富基金管理有限公司,深圳前海睿信创富
自明资本,自明资本
SF Logistics Development General Partner Limited,SF Logistics Development
泉州市红土创新投资管理顾问有限公司,红土创新
山东江诣创业投资有限公司,江诣创投
深圳翻倍招金基金管理有限公司,翻倍招金
北京中海长益投资管理中心（有限合伙）,中海长益
长兴钰合股权投资合伙企业（有限合伙）,长兴钰合
上海秋阳予梁投资管理有限公司,秋阳予梁
上海富士康有限公司,富士康
ConsenSys Software Inc.,ConsenSys
无锡飞凡协立投资管理有限公司,无锡飞凡协立投资
芯海林基金,芯海林基金
微云医疗管理（南京）有限公司,微云医疗
杭州金研海蓝企业管理有限公司,杭州金研海蓝
山东三箭建设工程股份有限公司,山东三箭建设工程
北京汇银正信投资管理有限公司,汇银正信
济南泉城不锈钢有限公司,泉城不锈钢
Coral Root Investment Ltd.,Coral Root
天津三快科技有限公司,天津三快科技
北京亦城宏泰科技投资管理有限公司,亦城宏泰科技投资
沈阳爱和信投资有限公司,爱和信投资
南京劲邦股权投资管理合伙企业（有限合伙）,南京劲邦股权投资
无锡市达浚管理咨询有限公司,达浚管理咨询
济南玉源工贸有限责任公司,济南玉源工贸
新余高新区智大投资有限公司,智大投资
广州红猫资产管理有限公司,广州红猫资产
广州海浦私募证券投资基金管理有限公司,广州海浦
南京享水曜泰商务信息咨询有限公司,享水曜泰
Arsenal Growth,Arsenal Growth
未来益财股权投资管理（上海）有限公司,未来益财投资
浦银国际股权投资管理（深圳）有限公司,浦银投资
上海海优威新投资管理合伙企业（有限合伙）,海优威新投资
石家庄瑞安股权投资基金管理有限公司,瑞安基金
北京星允投资管理有限公司,北京星允投资
厦门市建潘集团有限公司,建潘集团
"Treasure Hitch Investment Fund, L.P.",Treasure Hitch Investment Fund
索尼创新基金,索尼创新基金
宁波宏沣投资管理有限公司,宁波宏沣
仁桥（北京）资产管理有限公司,仁桥北京资产
南京江北益华私募基金管理有限公司,江北益华私募基金
连云港汇贤企业管理合伙企业（有限合伙）,连云港汇贤企管
东升国际发展有限公司,东升国际
跨界（北京）授权管理有限公司,跨界授权
上海拓璞投资管理有限公司,上海拓璞
杭州睿赢资产管理有限公司,杭州睿赢资产
福建诚毅资产管理有限公司,诚毅资产
湖北日报基金管理有限公司,湖北日报基金管理
宏鹰投资发展有限公司,宏鹰投资
隆基绿能科技股份有限公司,隆基股份
江苏省兆信资产管理有限公司,兆信资产
北京北排资本控股有限公司,北排资本
LifeArc,LifeArc
Two River,Two River
栢诚（深圳）投资发展合伙企业（有限合伙）,栢诚投资
安徽华安鑫源金融信息服务有限公司,华安鑫源
红证利德资本管理有限公司,红证利德
北京涵德投资管理有限公司,涵德投资
武汉众合创投资有限责任公司,武汉众合创投资
北京荷慧生物科技合伙企业（有限合伙）,北京荷慧生物科技合伙企业（有限合伙）
南通国泰创业投资有限公司,南通国泰创投
Wellspring Capital HongKong Limited,Wellspring Capital
南京钲鹏企业管理合伙企业（有限合伙）,南京钲鹏企业管理
京华世家投资管理有限公司,京华世家投资
杭州质胜投资管理有限公司,杭州质胜投资管理有限公司
上海泽堃资产管理有限责任公司,上海泽堃资产
维恩信托基金,维恩信托基金
厦门市集美区产业投资有限公司,集美产投
杭州国舜股权投资有限公司,杭州国舜股权投资
上海小左资产管理有限公司,小左资产
中国信息通信科技集团有限公司,中国信科
无锡浚源资本管理中心（有限合伙）,无锡浚源资本
山东友谊集团有限责任公司,山东友谊集团
山东秩数私募（投资）基金管理有限公司,秩数私募（投资
上海欧航投资管理中心（有限合伙）,欧航投资
Com2uS,Com2uS
广州中鼎创富私募证券投资基金管理有限公司,广州中鼎创富资产
珠海横琴合世家资产管理有限公司,珠海横琴合世家资产管理
深圳市志友蓬勃管理咨询合伙企业（有限合伙）,深圳市志友蓬勃管理咨询
北京然成投资管理有限公司,北京然成
深圳市前海秋石投资控股有限公司,秋石投资控股
深圳久友聚义投资管理有限公司,久友聚义
苏州长光华芯光电技术股份有限公司,长光华芯
NextLeap Ventures,NextLeap Ventures
杭州医景股权投资基金管理有限公司,杭州医景投资
睿持文化投资（北京）有限公司,睿持文化投资北京
上海惠畅投资管理合伙企业（有限合伙）,惠畅投资
江苏光一投资管理有限责任公司,光一投资
Angeles Investment Advisors,Angeles Investment Advisors
香港好利泰国际有限公司,好利泰
新疆鼎盛汇鑫资产管理股份有限公司,鼎盛汇鑫
Sonos,Sonos
上海青葳松鋆企业管理合伙企业（有限合伙）,上海青葳松鋆企业管理合伙
上海乾盛誉曦资产管理有限公司,乾盛誉曦
深圳秋石资产管理有限公司,秋石资产
南昌腾邦投资发展集团有限公司,腾邦投资发展
厦门奔图丰业投资合伙企业（有限合伙）,奔图丰业投资
常州汇金资产管理有限公司,常州汇金资产管理
日照济钢金属科技有限公司,日照济钢金属科技
上海愿驰投资管理有限公司,上海愿驰投资
中民天合（天津）投资管理有限公司,中民天合天津投资
Japan Science and Technology Agency,JST
深圳市国隆资本股权投资管理有限公司,国隆资本
WEH Ventures,WEH Ventures
四川制药制剂有限公司,四川制药制剂
京合都（东莞）股权投资管理有限公司,京合都投资
深圳市灯火区块链科技有限公司,灯火区块链
Jade Laurels Limited,Jade Laurels
亚太轻合金（南通）科技有限公司,亚太轻合金
重庆辰龙股权投资基金管理有限公司,辰龙股权投资
上海弘翕投资发展中心（有限合伙）,上海弘翕
福建省元诚资产管理有限公司,福建元诚资产
Being Capital Fund I LP,Being Capital Fund I
厦门信达信息科技集团有限公司,信达信息科技
Tencent Mobility Limited,Tencent Mobility
Perfect Marina Limited,PM
Wu Capital Limited,Wu Capital Limited
中美绿色长三角（上海）私募基金管理有限公司,中美绿色长三角（上海）私募基金
上海蓝墨投资管理有限公司,蓝墨投资
上海常春藤投资有限公司,常春藤资本
上海伽澜资产管理有限公司,上海伽澜资产
中国邮政集团有限公司,中邮集团
Financière Lafarge SAS,Financière Lafarge SAS
厦门建发股份有限公司,建发股份
北京九州鑫汇投资基金管理中心（有限合伙）,九州鑫汇
Indrik Ventures Limited,Indrik Ventures
宁波橡木投资合伙企业（有限合伙）,宁波橡木投资
甘肃兴陇资本管理有限公司,兴陇资本
久盈资本投资管理有限公司,久盈资本
天津源峰觅桐企业管理合伙企业（有限合伙）,天津源峰觅桐企业管理
国鹏投资管理有限公司,国鹏资本
山东众安凯捷股权投资基金管理有限公司,众安凯捷投资
南通阳鸿石化储运有限公司,南通阳鸿石化
BMW i Ventures,BMW i Ventures
海鼎私募基金管理（海南）有限公司,海鼎私募基金
Hanpurple Limited,Hanpurple
All-Stars PEIISP IV Limited,All-Stars PEIISP IV
Takeda Ventures，Inc.,Takeda Ventures
合肥工业大学资产经营有限公司,合工大资产
成都新希望文旅投资管理有限公司,新希望文旅投资
Essence Group Holdings Corp,Essence Group Holdings Corp
德州大豆产业发展基金,德州大豆产业发展基金
环球领投资产管理（北京）有限公司,环球领投资
东兆长泰（天津）股权投资基金管理有限公司,东兆基金
广东开恒私募股权投资基金管理有限公司,广东开恒私募股权投资
国海富兰克林基金管理有限公司,国海富兰克林基金
北京奇虎科技有限公司,奇虎科技
深圳市天使投资引导基金管理有限公司,深圳市天使投资引导基金管理
新余浑元投资管理中心（有限合伙）,浑元投资
郑州涌智基金管理有限公司,郑州涌智
海南省农业产业投资基金,海南省农业基金
南京风正颖泰股权投资合伙企业（有限合伙）,南京风正颖泰股权投资
上海能立投资管理中心（有限合伙）,上海能立
G5,G5
国家科技成果转化引导基金,国家科技成果转化引导基金
山东黄金矿业（香港）有限公司,黄金矿业（香港）
国家第一养老金信托公司,养老金信托
广州民投产业投资管理有限公司,民投产业投资
国信国投基金管理（海南）有限公司,国信国投
昇辉控股有限公司,昇辉控股
深圳市君汇投资合伙企业（有限合伙）,君汇投资
北京五岳天下投资咨询有限公司,五岳资本
宁波梅山保税港区坤上资产管理有限公司,坤上资产
四川省成都交电采购供应站,四川省成都交电采购供应站
易基金,易基金
成都亚商盈泰创业投资管理有限公司,亚商盈泰创投
绿创基金管理（海南）有限公司,绿创基金（海南）
华业信投（北京）投资基金管理有限公司,华业信投北京投资
上海璞宏私募基金管理有限公司,上海璞宏投资
济南鸿德印务有限公司,济南鸿德印务
全德学尔私募基金管理（青岛）有限公司,全德学尔私募基金
合肥朗润资产管理有限公司,朗润资产
深圳能源环保股份有限公司,能源环保
安吉浩诚咨询管理合伙企业（有限合伙）,安吉浩诚咨询管理
江苏苏大天宫创业投资管理有限公司,苏大天宫
青岛明莱蓝海资产管理有限公司,青岛明莱蓝海资产
创富控股集团有限公司,创富控股
中国四川国际投资有限公司,中国四川国际投资
张家港广大投资控股有限公司,广大投资
上海恒穗资产管理中心（有限合伙）,上海恒穗资产
青岛瑞源工程集团有限公司,瑞源工程
上海宝菱投资管理有限公司,上海宝菱投资
Virtues Investment Management Limited,双城资本
共青城智悦投资合伙企业（有限合伙）,共青城智悦投资
深圳市光毅创业投资有限公司,光毅创投
上海熙定资产管理有限公司,上海熙定资产
天津市晨曦朝阳投资发展有限公司,晨曦朝阳投资
天壹紫腾资产管理（宁波）有限公司,天壹资本
玖羚（武汉）智能科技有限公司,玖羚智能
深圳泽瑞私募证券投资基金管理有限公司,泽瑞私募证券投资
山西省交通环境保护中心站（有限公司）,山西交通环境保护中心站
太证中投（武汉）股权投资基金管理有限公司,太证中投武汉投资
上海精圆管理咨询合伙企业（有限合伙）,上海精圆
天津源峰磐弈企业管理合伙企业（有限合伙）,天津源峰磐弈
阳光电源股份有限公司,阳光电源
APG Asset Management,APG
江苏置柏投资管理有限公司,江苏置柏投资
浙江龙航资产管理有限公司,浙江龙航资管
欧冶云商股份有限公司,欧冶云商
广东云鹤证券投资基金管理有限公司,广东云鹤证券投资基金管理
菏泽山蓝投资管理有限公司,菏泽山蓝投资
北京磐石恒富资产管理有限公司,北京磐石恒富资产
广州叁偲文化创意发展有限公司,广州叁偲文化创意
西安赛德姆线缆销售有限公司,赛德姆线缆
Black Anthem Ltd,Black Anthem
中咨华澍资本管理（北京）有限责任公司,中咨华澍资管北京
佛山市顺德区德美化工集团有限公司,德美化工
人保资本股权投资有限公司,人保资本股权
昆明经投股权投资基金管理有限公司,昆明经投投资
杭州德同投资管理有限公司,德同投资
上海山楂树甄琢资产管理中心（有限合伙）,上海山楂树甄琢资产管理中心（有限合伙）
德兴产融基金管理有限公司,德兴产融基金管理
广州新华城发股权投资管理企业（有限合伙）,新华城发投资
苏州华慧投资管理有限公司,华慧投资
得胜资本,得胜资本
厦门六脉股权投资有限公司,六脉投资
深圳人合资本管理有限公司,人合资本
深圳前海粤资基金管理有限公司,深圳前海粤资
北京英飞海林创业投资管理有限公司,英飞海林投资
函数（北京）资产管理有限公司,函数（北京）资产
茂庸股权投资基金管理（天津）有限公司,茂庸投资
山东蓝色经济金融信息服务有限公司,山东蓝色经济金融信服
哈雷尔保险,哈雷尔保险
深圳南方股权投资基金管理有限公司,南方股权
杭州星奕创业投资合伙企业（有限合伙）,星奕投资
广州海鸥住宅工业股份有限公司,海鸥住工
博弘数君（天津）资产管理有限公司,博弘数君
SVF XKI Subco(Singapore)Pte Ltd,SVF XKI Subco(Singapore)
青岛昊珂私募基金管理有限公司,昊珂私募基金
厦门傲农投资有限公司,傲农投资
北京车和家信息技术有限公司,理想汽车
苏州道烨创业投资中心（有限合伙）,道烨创投
新乡县鸿润咨询服务中心（有限合伙）,新乡鸿润
添杰发展有限公司,添杰发展
上海珠池资产管理有限公司,珠池资产
九轩投资管理（杭州）有限公司,九轩投资杭州
华柏（安徽）股权投资基金管理有限公司,华柏股权投资
快手科技,快手科技
浙江兆信投资管理有限公司,浙江兆信投资管理有限公司
丰圣财富资产管理有限公司,丰圣财富资产
北京雅才资本管理有限公司,北京雅才资管
贵阳产控资本有限公司,产控资本
山东开元农业生产资料有限公司,山东开元农业生产资料
上海韶赫股权投资合伙企业（有限合伙）,上海韶赫股权投资
湖北省轻工业品进出口股份有限公司,湖北轻工业进出口
佛山市合丰资产管理有限公司,合丰资产
北京磐石瑞通投资管理有限公司,北京磐石瑞通投资
北京金石致远资产管理有限公司,金石致远
Liming SPV Limited,Liming SPV
深圳前海觅贝私募证券基金管理有限公司,前海觅贝
盘谷银行,盘谷银行
上海滴水成海投资管理有限公司,滴水成海
宁波梅山保税港区惟乔投资管理有限公司,惟乔投资管理
深圳市前海优合聚富投资管理有限公司,前海优合聚富
深圳丰石资产私募股权投资基金管理有限公司,深圳前海丰石资产
凯伦控股投资有限公司,凯伦控股
陕西极赞文化传媒有限公司,极赞传媒
浙江东正资产管理有限公司,东正资产
Alpine Technology Ventures L.P.,Alpine Technology Ventures
中子资本有限公司,中子资本
浙江韶夏投资管理有限公司,浙江韶夏投资
千华投资管理（上海）有限公司,千华投资
武汉万贯资产管理有限公司,武汉万贯资产管理有限公司
浙江雷益资产管理有限公司,宁波九峰资产
青岛思圆行方股权投资基金合伙企业（有限合伙）,青岛思圆行方股权投资基金
嘉道私人资本,嘉道私人资本
上海楷荣投资管理有限公司,上海楷荣投资
漳州特房开发有限公司,漳州特房开发
杭州颂通投资管理有限公司,颂通投资
深圳华青股权投资基金管理有限公司,华青资本
海南农垦基金管理有限公司,海南农垦
三菱UFJ资本有限公司,三菱UFJ资本
Noahful Limited,Noahful
深圳君紫双创升级股权投资管理有限公司,深圳君紫双创
"Hengrui Co., Ltd",Hengrui
四川发展矿业集团有限公司,国瑞矿业
建得投资有限公司,建得投资
上海思德纯康创业投资中心（有限合伙）,思德纯康创业投资
浙江海港产融投资管理有限公司,浙江海港产融投资
深圳市张氏股权投资基金企业（有限合伙）,深圳市张氏股权投资
江苏中科君诚投资管理有限公司,江苏中科君诚投资
上海云飞工贸发展有限公司,云飞工贸
迈德瑞投资管理（珠海横琴）有限公司,迈德瑞投资
广州纳普生投资合伙企业（有限合伙）,纳普生投资
GSR Ventures V(Singapore)Pte. Ltd.,GSR Ventures V(Singapore)
北京汇通永鑫投资有限责任公司,科鑫资本
新世界发展有限公司,新世界发展
骄龙资产管理有限公司,骄龙资产
上海睿脉投资管理有限公司,睿脉投资
海南微莉企业管理咨询合伙企业（有限合伙）,海南微莉企业管理咨询
江苏中南建设集团股份有限公司,中南建设
辽宁华录股权投资基金管理有限公司,辽宁华录投资
翼迪投资,Idinvest Partners
山东鲁发私募（投资）基金管理有限责任公司,鲁发私募（投资
广州新荷塘创业投资有限公司,广州新荷塘创投
通华财富（上海）基金销售有限公司,通华财富
共青城动能雷霆私募基金管理合伙企业（有限合伙）,五星资本
上海景熙资产管理有限公司,景熙资产
江苏真琢私募基金管理有限公司,真琢私募基金
青岛野草常青股权投资合伙企业（有限合伙）,野草创投
南京睿融兴企业管理咨询合伙企业（有限合伙）,睿融兴企业管理咨询
宁波梅山保税港区独创盟投资管理有限公司,宁波梅山保税港区独创盟投资
杭州岚禾私募基金管理有限公司,岚禾私募基金
湖州市创业投资有限责任公司,湖州创投
浙江银江股权投资管理有限公司,银江投资
江苏天优投资管理有限公司,天优投资
上海有为至临投资管理有限公司,至临资本
湖南省湘江私募基金管理有限公司,湘江私募基金
新保贝塔私募基金管理（海南）有限公司,新保贝塔资产管理（北京）
中城赋比兴（天津）股权投资基金管理合伙企业（有限合伙）,天津中城赋比兴
中核凯利（深圳）餐饮管理有限公司,中核凯利
江门市汇讯投资合伙企业（有限合伙）,江门汇讯
上海好嘉资产管理有限公司,好嘉资产
清正（北京）资本管理有限公司,清正（北京）资本
南京道宁投资管理中心（普通合伙）,南京道宁投资
上海沪太锦昌建筑装潢有限公司,沪太锦昌
上海饶霖企业管理合伙企业（普通合伙）,上海饶霖企业管理
上海生物医药基金美元基金一期,上海生物医药基金美元基金一期
福州众心成城投资中心（有限合伙）,众心成城投资
上海望兹管理咨询合伙企业（有限合伙）,望兹投资
北京中瑞瑞赢投资基金管理有限公司,中瑞资本
大连金石滩旅游集团有限公司,金石滩旅游集团
天津晋丰文化传播有限公司,晋丰文化
上海典润股权投资基金管理有限公司,上海典润投资
天津力神电池股份有限公司,力神电池
湖南美林股权投资基金管理有限公司,美林投资
TG Block Capital,TG Block Capital
青岛德福私募基金管理有限公司,深圳前海做商
杭州市西湖区工业投资控股有限公司,杭州市西湖区工业投资
深圳市博众信合私募股权投资基金管理合伙企业（有限合伙）,博众信合
浙江自贸区杭热叁号投资合伙企业（有限合伙）,杭热叁号
贵安新区新兴产业发展基金管理有限公司,贵安新新兴产业发展
常熟乔博信通投资咨询管理有限公司,乔博信通投资
广东弘鑫教育投资发展有限公司,弘鑫教育
德国采埃孚股份公司,采埃孚
杭州金时资产管理有限公司,杭州金时资产
信之风（武汉）私募基金管理合伙企业（有限合伙）,信之风（武汉）私募基金
宁波鼎锋明道投资管理合伙企业（有限合伙）,鼎锋明道投资
北京金沙江创业投资管理有限公司,北京金沙江
济南槐荫财金投资有限责任公司,济南槐荫财金投资
深圳市前海万容红土投资管理有限公司,前海万容红土投资
珠海众诚联合投资中心（有限合伙）,众诚联合投资
广州柳汇投资有限公司,柳汇投资
上海桐昇通惠资产管理有限公司,桐昇通惠资产管理
上海琥珀资产管理有限公司,琥珀资本
澳帝桦私募基金管理（上海）有限公司,澳帝桦私募基金
深圳博鸿基金管理有限公司,博鸿基金
LT GROWTH INVESTMENT II(HK)LIMITED,LT II(HK)
深圳前海瀚熙资产管理有限公司,前海瀚熙
闻天下科技集团有限公司,闻天下投资
深圳市睿鼎资本管理有限公司,睿鼎资本
中兴通讯股份有限公司,中兴通讯
深圳华晟领智股权投资合伙企业（有限合伙）,深圳华晟领智股权投资
厦门市泳慧投资合伙企业（有限合伙）,厦门泳慧投资
宁波君润科创创业投资管理合伙企业（有限合伙）,君润科创
深圳澳银投资管理有限公司,澳银投资
PERFECT SCIENCE LIMITED,PERFECT SCIENCE
华泰柏瑞基金管理有限公司,华泰柏瑞
宁波明崚投资管理有限公司,宁波明崚投资
杭州纯阳资产管理有限公司,杭州纯阳资产
广州米益投资管理有限公司,米益资本
山东文资股权投资管理有限公司,山东文资投资
深圳市恒星财富投资管理有限公司,恒星财富
意谷（北京）投资管理有限公司,意谷投资
北京窦店投资管理有限公司,窦店投资
深圳前海宝君财富股权投资管理有限公司,前海君盛
河钢集团有限公司,河钢集团
深圳市亿小微资本管理有限公司,深圳亿小微资本
西藏猎鹰天使创业投资合伙企业（有限合伙）,西藏猎鹰天使创投
LDVP,LDVP
Chelmsford International Limited,Chelmsford International
C-Bridge II Investment Eight Limited,C-Bridge II Investment Eight Limited
杭州众达源企业管理合伙企业（有限合伙）,杭州众达源企业管理
青岛信立百年管理咨询服务有限公司,信立咨询
北京中海投资管理有限公司,中海投资
苏州富沿创业投资管理合伙企业（有限合伙）,富沿创业投资
深圳市深城投投资控股集团有限公司,深城投集团
江苏悦达金泰基金管理有限公司,悦达金泰
厦门恒一创业投资管理有限公司,恒一创投
ASI Mid-Market 1 LP,ASI Mid-Market 1 LP
常州高睿创业投资管理有限公司,高睿创投
深圳市华信投资服务有限责任公司,深圳市华信投资服务有限责任公司
华耀资本,华耀资本
上海顶商股权投资基金管理有限公司,顶商投资
厦门源石信投资管理有限公司,厦门源石信投资
天鸽互动,天鸽互动
四川省鑫泰宇投资有限公司,鑫泰宇投资
平阳复辉投资管理合伙企业（有限合伙）,平阳复辉投资
TSVC,TSVC
新疆鑫嘉隆投资控股有限公司,鑫嘉隆投资
中微半导体（深圳）股份有限公司,中微半导体
华西金智投资有限责任公司,华西金智投资
北京玺德投资咨询有限公司,北京玺德投资咨询
广州广泰新业创业投资有限公司,广州广泰
清控金信资本管理（北京）有限公司,清控金信资本
中信碳资产管理有限公司,中信碳资产
广州万宝长晟资产管理有限公司,广州万宝长晟资产
吉林省安托投资管理有限公司,安托投资
武汉赟堃管理咨询合伙企业（有限合伙）,武汉赟堃管理咨询
湖南昆石私募股权基金管理有限公司,湖南昆石基金管理
前海玖富（深圳）投资有限公司,前海玖富深圳投资
