full_name,short_name
深圳合润资产管理有限公司,深圳合润资产
上海奇获投资管理有限公司,上海奇获
喔赢资本,喔赢资本
四川众信资产管理有限公司,众信资产
深圳前海荣安四季财富管理有限公司,前海荣安四季
南京大医博爱股权投资基金管理有限公司,大医博爱投资
同道资本管理有限公司,同道资本
深圳市国富金源投资管理有限公司,国富金源
北京元汇天下投资管理有限公司,元汇天下
上海为方股权投资基金管理有限公司,上海为方股权投资基金管理有限公司
Burrill & Company,Burrill
衡水高康投资管理有限公司,衡水高康投资
西藏猎影投资管理有限公司,猎影投资
Walden Riverwood Ventures,Walden Riverwood Ventures
天津畅和股权投资基金管理有限公司,畅和投资
武汉雷石天汇股权投资管理合伙企业（有限合伙）,雷石天汇
新疆联创永津股权投资管理有限公司,新疆联创永津
奥地利经济促进银行,奥地利经济促进银行
Just Eat,Just Eat
深圳前海道远东富股权投资基金管理有限公司,道远东富投资
上海远景信息科技有限公司,远景信息
华夏幸福（上海）股权投资基金合伙企业（有限合伙）,华夏幸福（上海）
深圳市东盛创业投资有限公司,东盛创业
竞技创投,竞技创投
青榕资产管理有限公司,青榕资产管理有限公司
北京万通守正投资基金管理有限公司,万通守正投资
Sirius Venture Partners GmbH,Sirius Venture Partners
江苏唐宋投资有限公司,江苏唐宋
广东西域投资管理有限公司,西域投资
华融创投基金管理（北京）有限公司,华融创投北京
富华财富资产管理有限公司,富华财富资产
厦门九鼎共赢资产管理有限公司,厦门九鼎共赢资产
玉信华谊（北京）投资基金管理有限公司,玉信华谊北京投资
海祥（天津）创业投资管理有限公司,海祥创投
环球融投（北京）资产管理有限公司,环球融投北京资产
北京伯仕联盟资本管理有限公司,伯仕联盟
上海大藏资产管理有限公司,大藏资产
深圳富兴天成金融控股有限公司,富兴天成金融控股
浙江华瓯股权投资管理有限公司,华瓯投资
MissionOG,MissionOG
上海永堪投资管理有限公司,永堪投资
成都数媒股权投资基金合伙企业（有限合伙）,数媒股权投资
深圳前海前锋资产管理有限公司,前海前锋
中福聚鑫（北京）投资基金管理有限公司,中福聚鑫
上海联新投资咨询有限公司,上海联新
上海朴石投资管理合伙企业（有限合伙）,上海朴石
北京黑石创富资产管理有限公司,北京黑石创富资产
广东恒健投资控股有限公司,恒健控股
北京喜马拉雅资产管理有限公司,北京喜马拉雅资产
安徽华文创业投资管理有限公司,华文投资
无锡天博投资管理有限公司,无锡天博
北京爱酷游科技股份有限公司,爱酷游
杭州长江创业投资有限公司,杭州长江创投
信银振汇（北京）股权投资基金管理有限公司,信银振汇
深圳中盟泰资产管理有限公司,中盟泰资产
广州九方投资中心（有限合伙）,广州九方投资
共青城元生投资管理有限公司,元生资本
上海巨如资产管理集团有限公司,上海巨如资产
嘉盈股权投资管理（上海）有限公司,嘉盈投资
UPS Strategic Enterprise Fund,UPS Strategic Enterprise Fund
第一创业投资管理有限公司,一创投资
上海久夷资产管理有限公司,久夷资产
上海睿川创业投资管理有限公司,睿川创业
华开（福建）股权投资管理有限公司,华开投资
北京上投彩虹资产管理中心（有限合伙）,上投彩虹
恩颐投资咨询（北京）有限公司,恩颐投资
上海鸿时医疗健康产业基金,鸿时医疗
上海艾叶投资管理有限公司,上海艾叶
上海高汉新豪投资管理有限公司,高汉新豪
Essex Woodlands Health Ventures,Woodlands Venture
北京星元资本管理有限公司,北京星元资管
厦门富凯海创投资管理有限公司,富凯海创投
重庆卢作孚股权基金管理有限公司,卢作孚股权基金
嘉兴新毅恒远投资管理有限公司,新毅恒远
北京亿通金马资产管理有限公司,北京亿通金马资产
苏州亿文投资有限公司,亿文创投
长禾（厦门）资产管理有限公司,长禾资产
KLab Venture Partners,KLab Venture Partners
深圳市前海宝盈兴业基金管理有限公司,深圳前海宝盈兴业
天津鑫润利腾资产管理有限公司,天津鑫润利腾资产
浙江汇牛投资管理有限公司,浙江汇牛
天津辅仁股权投资基金管理有限公司,辅仁投资
广州市万隆证券咨询顾问有限公司,万隆证券咨询
深圳市前海唐融资本投资管理有限公司,前海唐融
上海小黑妞资产管理有限公司,上海小黑妞资产
深圳市盛世资产管理有限公司,盛世资产
浙江思考投资管理股份有限公司,浙江思考
宁波民和风险投资有限公司,民和投资
宁波金字塔资产管理有限公司,宁波金字塔资产
中珺资产管理有限公司,中珺资产
广州国卓资产管理有限公司,国卓资产
景顺罗斯私募股权投资管理有限公司,景顺罗斯
北京麒麟合盛科技有限公司,麒麟合盛
深圳市宏润恒丰资本管理有限公司,深圳市宏润恒丰资本管理有限公司
深圳市星汉资本管理有限公司,星汉资本
将门投资管理顾问（北京）有限公司,将门创投
上海昊阳创业投资有限公司,昊阳创投
深圳市前海宏建资产管理有限公司,深圳前海宏建资产
北京冲融投资管理有限公司,北京冲融
深圳睿泉毅信投资管理有限公司,睿泉毅信
北京福克森投资管理有限公司,福克森投资
宁波执一启元投资管理有限公司,宁波执一启元投资
上海时成投资管理有限公司,时成投资
北京合众万兴投资顾问有限公司,合众资本
河南金犁风险投资管理有限公司,金犁风投
北京德赛金投资管理有限责任公司,德赛金投资
广西橡树投资有限公司,OAK
晨曜资本,晨曜资本
上海挚信投资管理有限公司,挚信资本
深圳市合盈投资有限公司,深圳合盈投资
礼来亚洲风险投资基金,礼来亚洲基金
上海瑞通股权投资管理有限公司,上海瑞通投资
久盈（天津）投资管理有限公司,久盈天津投资
共青城德蕊投资管理合伙企业（有限合伙）,共青城德蕊投资
台州拓谱投资合伙企业（有限合伙）,台州拓谱
上海犇牛投资管理有限公司,上海犇牛
Moraun Investments,Moraun Investments
北京自在互联投资管理中心（有限合伙）,自在互联投资
深圳市雀跃资产管理有限公司,雀跃资产
星河互联集团有限公司,星河互联
深圳前海春阳资产管理有限公司,春阳资本
江苏信宁投资有限公司,江苏信宁
雷霆资本（深圳）有限责任公司,雷霆资本（深圳）有限责任公司
北京云量天泽投资管理有限公司,云量天泽
上海绿源投资基金管理公司,绿源投资
深圳前海盛源股权投资基金管理有限公司,深圳前海盛源投资
e.ventures,e.ventures
天津铸成资产管理有限公司,天津铸成资产
凯旋通（北京）投资顾问有限公司,凯旋创投
Extend Capital,Extend Capital
临沂市中融资产管理有限公司,临沂中融资产
赤峰市九盛投资管理有限责任公司,赤峰九盛投资
海通新能源私募股权投资管理有限公司,海通新能源
深圳联信智诚投资管理企业（有限合伙）,联信创投
深圳中证金葵花基金管理有限公司,中证金葵花
恒丰泰石（北京）资本管理股份有限公司,恒丰泰石
金轮蓝海股份有限公司,金轮股份
新鸿基投资管理有限公司,新鸿基投资
深圳前海通亚资本有限公司,前海通亚
量宇私募股权投资基金,量宇基金
River Cities Capital Funds,River Cities Capital Funds
天津泉汇股权投资基金合伙企业（有限合伙）,泉汇基金
北京科桥投资顾问有限公司,科桥投资
河南中凯国富投资有限公司,中凯国富
化石环保新能源产业基金,化石环保新能源基金
Harrison Metal,Harrison Metal
上海景润股权投资基金管理有限公司,景润投资
建元天华投资管理（北京）有限公司,建元天华
君之想投资管理（上海）有限公司,君之想投资管理（上海）有限公司
瑚琏资产管理江苏有限公司,瑚琏资产管理江苏有限公司
深圳华宸未来资产管理有限公司,华宸未来
上海昌远资产管理有限公司,昌远资产
深圳市金色木棉投资管理有限公司,金色木棉
软银股份有限公司,软银
上海高森资产管理有限公司,上海高森资产管理有限公司
深圳市海子资产管理有限公司,海子资产
寰亚投资,寰亚投资
深圳中融互联网金融服务有限公司,中融互联网金融
广东广垦太证股权投资基金管理有限公司,广垦太证股权
深圳前海阳光宝资产管理有限公司,深圳前海阳光宝资产管理有限公司
经易金业有限责任公司,经易金业
蓝石资产管理有限公司,蓝石资产
上海瀚志投资管理有限公司,瀚志投资
深圳市达晨财信创业投资管理有限公司,达晨财信创投
亚洲商菱投资有限公司,商菱投资
然诺资本管理（北京）有限公司,然诺资管北京
河南投资集团汇融基金管理有限公司,河南投资汇融
新余百合永生投资管理中心（有限合伙）,百合永生投资
Lee’sHealthcareIndustryInvestmentLimited,Lee’s Healthcare Investment
百洋医药集团有限公司,百洋医药
上海民奇资产管理有限公司,民奇资产
南通中龙股权投资管理中心（有限合伙）,中龙股权投资
浙江中网银新投资管理有限公司,中网银新投资管理
天逸新融（北京）投资管理有限公司,天逸新融
上海兆赢股权投资基金管理有限公司,兆赢投资
深圳市前海稳盈资产管理有限公司,前海稳盈
武汉中投建华创业投资管理有限公司,武汉中投建华投资
TVM Capital,TVM Capital
安徽国富产业投资基金管理有限公司,国富基金
福建滚雪球投资管理有限公司,滚雪球投资
北京红石国际资本管理有限责任公司,红石国际资本
达孜县鼎诚资本投资有限公司,达孜鼎诚资本
吉林长白山股权投资管理有限公司,长白山股权投资
河北科技投资集团有限公司,河北科投
盘锦中以英飞投资管理有限公司,盘锦中以英飞投资
厦门国海坚果投资管理有限公司,国海坚果投资
宁波朗月投资管理合伙企业（有限合伙）,宁波朗月投资
宁波汇峰投资控股股份有限公司,汇峰投资
六宝（北京）投资基金管理有限公司,六宝（北京）投资
欧肯资本,欧肯资本
绍兴凯泰投资管理有限公司,绍兴凯泰投资
四川亿荣投资管理股份有限公司,亿荣投资
河北产业投资管理有限公司,河北产业投资
深圳知方石投资有限公司,深圳知方石投资
华山资本投资管理有限公司,华山资本
北京越金利源投资管理有限公司,北京越金利源投资
TA Ventures,TA Ventures
浙江三生石创业投资有限公司,三生石创投
Victory Park Capital,Victory Park Capital
Social Capital Partnership,SCP
深圳市惠友创盈投资管理有限公司,深圳惠友创盈投资
珠海普罗私募基金管理合伙企业（有限合伙）,普罗资本
中润鼎峰投资基金管理（北京）有限公司,中润鼎峰
北京富晨华宇投资管理有限公司,富晨华宇
上海言禾资产管理有限公司,上海言禾资产
L K Ang,L K Ang
中国生物医药基金I期（普通合伙）,中国生物医药基金 I 期（普通合伙）
江苏牛犇投资管理有限公司,江苏牛犇
北京优选财富资产管理有限公司,优选财富
上海寻乾资产管理有限公司,寻乾资产
钧恒资本管理（杭州）有限公司,钧恒资管杭州
光彩（北京）资产管理有限公司,光彩资产
深圳市点石投资管理有限公司,点石投资
黄冈大别山绿色发展股权投资基金,黄冈大别山绿色基金
广州海汇投资管理有限公司,海汇投资
金活医药集团有限公司,金活医药集团
上海亦复壹投资管理合伙企业（有限合伙）,上海亦复壹投资
银宏（天津）股权投资基金管理有限公司,银宏基金
植瑞投资管理有限公司,植瑞投资
云月,云月
北京伊德振华投资管理中心（有限合伙）,伊德振华投资
富通股权投资,富通投资
上海复星创富投资管理股份有限公司,复星创富
江苏鑫惠创业投资有限公司,鑫惠创投
宁波辅仁投资管理有限公司,宁波辅仁投资
Blackbird,Blackbird
武汉合纵股权投资基金管理有限公司,武汉合纵投资
胜捷投资管理有限公司,胜捷投资
深圳市百岁兰投资管理有限公司,百岁兰投资
北京信远资本管理有限公司,北京信远资本管理有限公司
深圳市动产资本管理有限公司,动产资本
新盛融丰（北京）投资基金管理有限公司,新盛融丰北京投资
Thuja Capital,Thuja Capital
深圳市睿德信投资集团有限公司,睿德信投资
浙江安诚数盈投资管理有限公司,安诚数盈
江苏泉石投资管理有限公司,江苏泉石
深圳得顺股权投资基金管理有限公司,深圳得顺股权投资
Claltech,Claltech
上海森马投资有限公司,森马投资
上海泽银资产管理有限公司,泽银资产
Via-ID,Via-ID
AllianceBernstein L.P.,AllianceBernstein
融源广达（天津）股权投资管理合伙企业（有限合伙）,融源资本
"Bain Capital, LP",贝恩资本
北京汇江华盛创业投资有限公司,汇江华盛
Snapdeal,Snapdeal
上海明璞资产管理有限公司,明璞资产
上海谨业股权投资合伙企业（有限合伙）,谨业投资
青岛华资达信股权投资管理有限公司,华资达信
北京高频投资管理有限公司,北京高频
北京易宇华投资管理中心,易宇华投资
上海红土创业投资管理有限公司,上海红土创业
Lattice Ventures,Lattice Ventures
IDEA Fund Partners,IDEA Fund Partners
新太格资产管理有限公司,新太格资产
北京鸿誉投资基金管理有限公司,北京鸿誉
湖北盈捷投资有限公司,湖北盈捷
艾格奇峰（上海）资产管理合伙企业（有限合伙）,艾格奇峰资产
上海泽帆资产管理合伙企业（有限合伙）,上海泽帆资产管理合伙企业（有限合伙）
嘉丰资本,嘉丰资本
湖南中宝立信资产管理有限责任公司,中宝立信
正奇资本,正奇资本
中鼎资产管理有限公司,中鼎资产
苏州金沙江创业投资管理有限公司,苏州金沙江创投
深圳鹏达资本管理有限公司,鹏达资本
厦门金融产业投资管理有限公司,厦门金融投资
上海星仁股权投资管理有限公司,星仁投资
深圳市冠群方物创新资产管理有限公司,深圳市冠群方物创新资产管理有限公司
上海优诺股权投资有限公司,优诺资本
杭州波若投资管理有限公司,杭州波若
上海中缔投资有限公司,中缔投资
上海炳富投资管理有限公司,上海炳富
天津滨海新区创业风险投资引导基金有限公司,天津滨海新区创投引导基金公司
上海踱方步股权投资基金管理有限公司,上海踱方步投资
北京普拓投资基金管理有限公司,普拓资本
珠海横琴新区博悦股权投资基金管理有限公司,横琴新区博悦投资
北京国际信托投资有限公司,北京国际信托
哈尔滨越榕资本创业投资基金管理股份有限公司,越榕资本
上海忠石投资管理有限公司,上海忠石
上海汇通天下股权投资有限公司,汇通天下
东莞市科创投资管理有限公司,东莞科创投
宁波星邻星投资管理有限公司,宁波星邻星投资
上海泰明创业投资管理有限公司,上海泰明创业投资管理有限公司
富兰克林邓普顿投资（亚洲）有限公司,富兰克林邓普顿投资
聚元通和资本管理（北京）有限公司,聚元通和资本
北京源沣投资管理有限公司,北京源沣
深圳前海鳌盈资本管理有限公司,深圳前海鳌盈资管
华兴和投资基金管理（北京）有限公司,华兴和投资
深圳正见投资管理有限责任公司,深圳正见投资
浙江和度投资管理有限公司,浙江和度投资
海通开元投资有限公司,海通开元
银基先进烯碳产业投资,银基先进烯碳产业投资
北京君信文哲投资咨询合伙企业（普通合伙）,君信文哲
上海欣岩投资控股有限公司,上海欣岩
股中融资产管理（北京）有限公司,股中融资产
深圳市福晟资本有限公司,深圳市福晟资本有限公司
北京金盛博基资产管理有限公司,金盛博基
上海谦石投资管理有限公司,谦石投资
深圳市贤泽投资有限公司,贤泽投资
深圳中电投资股份有限公司,中电投资
深圳华信中诚投资有限公司,华信中诚投资
涛石股权投资管理（上海）股份有限公司,涛石股权投资
赣州启蒙私募基金管理有限公司,沣盈资本
浙江坤元投资管理有限公司,坤元投资
中小企业发展基金（健康产业）公司,中小企业发展基金（健康产业）
德同资本管理有限公司,德同资本
苏州安固创业投资有限公司,安固创投
福建旭诚资产管理有限公司,旭诚资产
北京蓝色天际投资有限责任公司,蓝色天际
Mangrove Capital Partners,Mangrove Capital Partners
重庆华开股权投资基金管理有限公司,华开股权
TomorrowVentures,TomorrowVentures
上海中淳投资管理有限公司,中淳投资
中投汇海（北京）投资基金有限公司,中投汇海北京投资基金
舟山禾晟投资管理有限公司,舟山禾晟
Atairos Management,Atairos Management
浙江明圣龙庆股权投资管理有限公司,龙庆资本
北京久富投资管理有限公司,久富投资
中融投资管理有限公司,中融投资
U.S. Venture Partners,USVP
西藏宝瑞投资有限公司,西藏宝瑞投资
红榕创业投资股份有限公司,红榕创投
北京仓源投资基金管理有限公司,仓源基金
河南省雅阜资产管理有限公司,雅阜资产
北京方向天成资产管理有限公司,北京方向天成资产
云南嘉实股权投资基金管理有限公司,嘉实投资
昆山雷石天恒股权投资管理合伙企业（有限合伙）,雷石天恒股权投资
Quest Venture Partners,Quest Venture Partners
共享基金有限公司,共享基金
北京天素绿色实业有限公司,天素绿色
山西鼎盎创业投资有限公司,鼎盎创投
广东文化长城集团股份有限公司,文化长城
ff Venture Capital,ff Venture Capital
上海星御隆智能科技有限公司,上海星鸿资产
北京云测信息技术有限公司,鹰眼移动广告
深圳市博叡创业投资有限公司,博叡创投
宁波奥凯投资合伙企业（有限合伙）,宁波奥凯投资
浙江嘉贝股权投资合伙企业（有限合伙）,嘉贝股权投资
六安信实资产管理有限公司,信实资产
上海联嵘投资发展有限公司,陆家嘴投资
上海瓜牛投资管理中心（有限合伙）,上海瓜牛
中投互联（北京）股权投资基金管理有限公司,中投互联
高瞻创投,高瞻
马丁可利投资管理公司,马丁可利
嘉兴德沃投资有限责任公司,德沃基金
君盛投资管理有限公司,君盛投资
深圳佳合投资管理企业（有限合伙）,深圳佳合投资
北京初心远景投资管理有限公司,知初资本
上海谷晟投资有限公司,上海谷晟
深圳国金明星资产管理有限公司,国金明星
中钰康健资本管理（北京）有限公司,中钰康健
上海源铄股权投资基金管理有限公司,源铄投资
Baker Brothers Advisors LLC,Baker Brothers Advisors LLC
深圳市君海投资管理有限公司,深圳君海投资
江苏津通创业投资有限公司,津通创投
上海祺骥投资管理有限公司,上海祺骥
重庆市沙坪坝区创业投资引导基金,重庆市沙坪坝区创业基金
北京中金赛富投资基金管理有限公司,中金赛富
上海复熙资产管理有限公司,复熙资产
SAP Ventures,SAP Ventures
广州中隐丰约投资管理有限公司,中隐丰约
上海首华创业投资有限公司,首华创投
深圳潼骁资产管理有限公司,潼骁资产
深圳前海新富资本管理集团有限公司,前海新富资本
北京北陆药业股份有限公司,北陆药业
宁波大有汇诚投资管理中心（有限合伙）,宁波大有汇诚投资
上海轩泰资产管理有限公司,轩泰资产
金信泰富股权投资基金管理（广东）有限公司,金信泰富
深圳市华信资本管理有限公司,华信资本
江苏润耘资产管理有限公司,润耘资产
合众集团,合众
中国联合网络通信股份有限公司,中国联通
福建海汇赢通创业投资管理顾问有限公司,海汇赢通创投
凯龙股权投资管理（上海）有限公司,凯龙股权投资（上海）
北京华宏容亚投资有限公司,华宏容亚
杭州德亚投资有限公司,杭州德亚
钜洲资产管理（上海）有限公司,钜洲资产
深圳前海惠嘉资本管理有限公司,深圳前海惠嘉资管
阿拉丁财富资产管理（北京）有限公司,阿拉丁
上海斗杓投资管理有限公司,上海斗杓
北京万达豪信投资有限公司,万达豪信
营口金辰投资有限公司,金辰投资
北京燕融国际投资有限责任公司,北京燕融国际投资有限责任公司
泉州产业发展基金,泉州产业基金
上海中金资本投资有限公司,上海中金资本
中投国鼎投资基金管理（北京）有限公司,中投国鼎投资北京
珠海久通资本管理有限公司,珠海久通资管
上海维万股权投资基金管理有限公司,上海维万股权投资基金管理有限公司
北京京泰阳光投资有限公司,北京京泰阳光投资
寰宇创投（北京）投资基金管理有限公司,寰宇创投北京投资
厦门火炬集团创业投资有限公司,火炬创投
北京中财龙马投资管理有限公司,中财龙马资本
上海一扇门资产管理有限公司,上海一扇门资产
上海鸿逸投资管理有限公司,上海鸿逸
长兴利天股权投资管理有限公司,利天股权投资
上海泓安永泰资产管理有限公司,泓安永泰
广东融川股权投资基金管理有限公司,融川控股
福建创业联盟企业管理有限公司,创业联盟
青岛拥湾资产管理有限责任公司,青岛拥湾
深圳市益宽资本管理有限公司,益宽资本
陕西博盛隆投资有限公司,博盛隆投资
北京乐游资本管理有限公司,乐游资本
深圳市深博骏达投资管理有限公司,深圳深博骏达投资
深圳飞腾股权投资基金（有限合伙）,飞腾股权投资
深圳市中安创业投资管理有限公司,中安投资
上海容熙投资管理有限公司,上海容熙
上海素璞资产管理有限公司,上海素璞资产管理有限公司
东方猎金（北京）投资管理有限公司,东方猎金北京投资
浙江省科技风险投资有限公司,浙科风投
上海市大数据产业投资基金,上海市大数据基金
深圳市广成泰资产管理有限公司,深圳广成泰资产
深圳市汉迪创业投资有限公司,汉迪创投
明石创新技术集团股份有限公司,明石创新
OakCreek Capital,OakCreek
Mohr Davidow Ventures,Mohr Davidow Ventures
L Capital Asia,L Capital Asia
中翰晟盈（北京）投资基金管理有限公司,中翰晟盈北京投资
浙江金谋股权投资有限公司,金谋股权投资
深圳华软资产管理有限公司,深圳华软资产
农村产业融合发展投资基金,农村产业融合发展基金
福建省泓德信资产管理有限公司,福建泓德信资产
武汉科立通投资管理有限公司,科立通投资
棕泉资本,棕泉资本
浙江投融谱华资产管理有限公司,浙江投资
苏州高新创业投资集团太湖金谷资本管理有限公司,苏州高新创投太湖金谷资管
深圳市金中和投资管理有限公司,金中和投资
GS Group,GS Group
株洲广信兆富投资管理有限公司,株洲广信兆富
深圳市中科宏易创业投资有限公司,中科宏易创投
上海昶麓投资有限公司,上海昶麓
佛山市顺德区昱之达投资合伙企业（有限合伙）,昱之达投资
摩根资产管理公司,摩根资产管理公司
深圳前海君通天下资产管理有限公司,深圳前海君通天下资产
UMC Capital,UMC Capital
嘉进投资国际有限公司,嘉进投资
深圳市泛友创业投资有限公司,泛友创投
宁波梅山保税港区久和投资管理有限公司,宁波梅山久和投资
厦门瑞斯凯投资咨询有限公司,瑞斯凯投资
靖江市高新技术创业投资有限公司,靖江市高新技术创投
梵安赐投资管理（上海）有限公司,梵安赐投资
北京金益通海投资管理有限公司,北京金益通海投资
上海维聚投资管理有限公司,上海维聚
广州高禾资产管理有限公司,广州高禾资产管理有限公司
OurCrowd,OurCrowd
墨谷（上海）股权投资有限公司,墨谷上海投资
楚文投资基金管理（武汉）有限公司,楚文投资
石河子国杰股权投资合伙企业（有限合伙）,石河子国杰股权投资
广东泰禾投资管理有限公司,泰禾投资
浙商控股集团上海资产管理有限公司,浙商上海资管
武汉启航公牛天使投资合伙企业（有限合伙）,启航公牛天使
上海利合股权投资管理合伙企业（有限合伙）,利合资本
Theventures,Theventures
深圳九岸基金管理有限公司,深圳九岸
光大金控（上海）投资管理有限公司,上海光大金控
上海正同创业投资有限公司,正同创投
涌泉（深圳）资本管理有限公司,涌泉资本
苏州苏信宜和投资管理有限公司,苏信宜和
青岛市政府和社会资本合作发展基金,青岛市PPP基金
深圳市贝富盛资产管理有限公司,深圳贝富盛资产
云南宏国创业投资有限公司,宏国创投
上海贵源投资有限公司,上海贵源
上海坚果创业投资管理有限公司,坚果创业投资
上海珺墀资产管理有限公司,珺墀资产
Bpifrance,Bpifrance
北京新越投资管理有限公司,北京新越
天津市合信股权投资基金管理合伙企业（有限合伙）,天津合信股权投资
上海联信金融信息服务有限公司,联信金融
深圳市上善御富资产管理有限公司,上善御富
上海博上投资管理有限公司,上海博上
上海中汇金创业投资有限公司,中汇金创投
光大金控资产管理有限公司,光大金控
南京苏宁富宝投资管理有限公司,南京苏宁富宝投资
Jerusalem Venture Partners,JVP
陕西金控通用航空产业投资基金合伙企业（有限合伙）,陕西通航产业基金
深圳教协资产管理有限公司,深圳教协资产
众合创业投资管理有限公司,众合创投
瑞士信贷,瑞士信贷
楚商（武汉）城镇化产业投资基金管理有限公司,楚商城镇化产业投资
上海爱康富罗纳资产管理有限公司,上海爱康富罗纳资产管理有限公司
华夏资本管理有限公司,华夏资本
上海毅朴资产管理有限公司,上海毅朴资产
江西高技术产业投资股份有限公司,江西高投
深圳市前海长汉资产管理有限公司,深圳前海长汉资产
深圳市融之源股权投资基金合伙企业（有限合伙）,融之源投资
杭州盈动投资管理有限公司,盈动资本
上海东源汇信股权投资基金管理有限公司,东源汇信
上饶市麒毓资产管理有限公司,麒毓资产
铜陵明源创业投资管理有限公司,明源创业
北京泰发睿安投资管理有限公司,北京泰发睿安投资管理有限公司
海宁宏达股权投资管理有限公司,海宁宏达股权投资
重庆金慧信股权投资基金管理有限公司,金慧信股权
上海富势股权投资基金管理有限公司,富势基金
深圳瑞华信投资有限责任公司,瑞华信
枣庄高力新能源投资有限公司,高力新能源投资
青岛海丝创新股权投资基金企业（有限合伙）,青岛海丝创新投资
北京老鹰投资基金管理有限公司,老鹰基金
北京众海嘉华股权投资合伙企业（有限合伙）,众海嘉华投资
Lavrock Ventures,Lavrock Ventures
绿桥资本,绿桥资本
武汉光谷创投私募基金管理有限公司,光谷创投
湖北长江航天产业投资基金合伙企业（有限合伙）,长江航天产业基金
深圳悟空投资管理有限公司,悟空投资
国泰君安创新投资有限公司,国泰君安创新投
福建经融股权投资有限公司,经融股权
Sovereign’s Capital,Sovereign’s Capital
上海优先资产管理有限公司,优先资产
浙江来兴投资管理有限公司,浙江来兴
上海汇银广场科技创业园有限公司,汇银广场科技创业园
Freestyle Capital,Freestyle Capital
诺廷斯私募股权投资有限公司,诺廷斯
杭州仕优集投资管理有限公司,仕优集资本
苏州北极光腾源创业投资管理有限公司,北极光腾源
北京裕德股权投资管理有限公司,裕德投资
合肥信盟投资管理合伙企业（有限合伙）,合肥信盟投资
厦门中绿现代农业产业投资,中绿现代农业产业投资
Crown Crystal Investment Ltd.,CCI
青岛鼎泓股权投资管理有限公司,青岛鼎泓投资
上海鼎锋明德资产管理有限公司,鼎锋明德
浙江小咖投资管理有限公司,小咖资本
国宏汇金管理顾问（北京）有限公司,国宏汇金
苏州乔景东方投资管理咨询有限公司,乔景资本
Square 1 Bank,Square 1 Bank
广州鼎熙资产管理有限公司,鼎熙资产
湖州和朴投资管理有限公司,湖州和朴
BitFund.PE,BitFund.PE
香港永泰国际资本有限公司,永泰资本
库拉诺信息技术（北京）有限公司,库拉诺集团
中孚建业资产管理（苏州）有限公司,中孚建业资产
Sutter Hill Ventures,Sutter Hill
成都中屹银丰股权投资基金管理有限公司,中屹银丰
杭州郡望股权投资合伙企业（有限合伙）,杭州郡望
江西正融基金销售有限公司,正融基金销售
上海州外州投资控股集团有限公司,州外州投资
四川发展股权投资基金管理有限公司,四川发展股权投资
上海玺鉴金融信息服务有限公司,玺鉴金融
三叉戟资本,三叉戟资本
上海创丰昕汇创业投资管理有限公司,创丰资本
国信财富（上海）股权投资基金管理有限公司,国信财富
乾坤基金管理（大连）有限公司,乾坤基金管理
广东北大潮建资产管理有限公司,广东北大潮建资产
北京神州牧投资基金管理有限公司,北京神州牧投资
福建融诚德润股权投资管理有限公司,福建融诚德润股权投资
稳心（厦门）股权投资基金合伙企业（有限合伙）,稳国资本
哈尔滨市科技金融服务中心,哈尔滨科投
中合泰富信达（北京）投资基金有限公司,中合泰富信达
香港摩通资本国际投资管理有限公司,香港摩通资本
上海源溪资产管理有限公司,上海源溪资产
德宝股权投资（昆山）合伙企业（有限合伙）,德宝股权投资
上海榆旺资产管理有限公司,榆旺资产
和谐浩数投资管理（北京）有限公司,和谐浩数投资管理（北京）有限公司
中冶建信投资基金管理（北京）有限公司,中冶建信投资北京
North Coast Angel Fund,North Coast Angel Fund
北京金科高创投资管理咨询有限公司,金科高创
交银国际全球投资有限公司,交银投资
青岛拥湾资产管理集团股份有限公司,青岛拥湾资产
河南省文化产业投资有限责任公司,河南文投
郑州云杉投资管理有限公司,郑州云杉
深圳市新同方投资管理有限公司,新同方投资
北京众汇投资管理有限公司,北京众汇投资
深圳华镇股权投资基金管理有限公司,华镇投资
成都立异风险投资有限公司,立异风投
弦高（苏州）资产管理有限公司,弦高（苏州）资产管理有限公司
北京远德投资管理有限公司,北京远德
西安航天基地创新投资有限公司,西安航天创新投
天时（天津）股权投资基金管理合伙企业（有限合伙）,天时投资
苏州蔚蓝投资管理有限公司,蔚蓝投资
上海震乾投资有限公司,上海震乾
上海天使投资管理有限公司,上海天使投资
战略知识产权娱乐基金,知识产权娱乐基金
卢森堡剑桥控股集团,卢森堡剑桥
苏州工业园区友丰创业投资有限公司,友丰创投
安徽龙银资产管理有限公司,龙银资产
上海业禾投资有限公司,业禾投资
深圳市诺嘉财富投资管理有限公司,深圳诺嘉财富投资
南通国信君安创业投资管理有限公司,国信君安
杭州龙庆长泰智慧产业投资管理有限公司,杭州龙庆长泰智慧产投
深圳市前海房利通资产管理有限公司,深圳前海房利通资产
高瓴创投,高瓴创投
美国华平投资集团,华平投资
北京中益汇金投资基金管理有限公司,中益汇金
贵州得天金信投资管理有限公司,得天金信
Casey Wasserman,Casey Wasserman
Rana Capital Partners,Rana Capital Partners
成都惠泽天下股权投资基金管理有限公司,惠泽天下
青岛东海恒信投资管理有限公司,东海恒信
上海圆中方股权投资管理有限公司,圆中方投资
上海游侠汇投资管理有限公司,游侠汇投资基金
深圳市中兴合创投资管理有限公司,深圳中兴合创
深圳前海中瑞龙珺投资控股有限公司,前海中瑞龙珺
